Indicator,Country,Time,Value
"Adult literacy rate, population 15+ years, male (%)",Caucasus and Central Asia,2010,99.73
"Adult literacy rate, population 15+ years, male (%)",Caucasus and Central Asia,2011,99.73
"Adult literacy rate, population 15+ years, male (%)",Caucasus and Central Asia,2012,99.73
"Youth literacy rate, population 15-24 years, both sexes (%)","China, Macao Special Administrative Region",2001,99.63
"Youth literacy rate, population 15-24 years, both sexes (%)","China, Macao Special Administrative Region",2006,99.64
"Youth literacy rate, population 15-24 years, both sexes (%)","China, Macao Special Administrative Region",2011,99.67
"Youth literacy rate, population 15-24 years, both sexes (%)","China, Macao Special Administrative Region",2015,99.66
"Adult literacy rate, population 15+ years, female (%)",Mexico,2000,88.68
"Adult literacy rate, population 15+ years, female (%)",Mexico,2002,88.73
"Adult literacy rate, population 15+ years, female (%)",Mexico,2004,89.63
"Adult literacy rate, population 15+ years, female (%)",Mexico,2005,90.21
"Adult literacy rate, population 15+ years, female (%)",Mexico,2006,89.83
"Adult literacy rate, population 15+ years, female (%)",Mexico,2007,91.36
"Adult literacy rate, population 15+ years, female (%)",Mexico,2008,91.45
"Adult literacy rate, population 15+ years, female (%)",Mexico,2009,92.12
"Adult literacy rate, population 15+ years, female (%)",Mexico,2010,91.85
"Adult literacy rate, population 15+ years, female (%)",Mexico,2011,92.34
"Adult literacy rate, population 15+ years, female (%)",Mexico,2012,93.18
"Adult literacy rate, population 15+ years, female (%)",Mexico,2015,94.22
"Youth literacy rate, population 15-24 years, female (%)",Lower middle income countries,1999,72.97
"Youth literacy rate, population 15-24 years, female (%)",Lower middle income countries,2000,72.97
"Youth literacy rate, population 15-24 years, female (%)",Lower middle income countries,2001,72.97
"Youth literacy rate, population 15-24 years, female (%)",Lower middle income countries,2002,72.97
"Youth literacy rate, population 15-24 years, female (%)",Lower middle income countries,2003,72.97
"Youth literacy rate, population 15-24 years, female (%)",Lower middle income countries,2004,72.97
"Youth literacy rate, population 15-24 years, female (%)",Lower middle income countries,2005,78.42
"Youth literacy rate, population 15-24 years, female (%)",Lower middle income countries,2006,78.42
"Youth literacy rate, population 15-24 years, female (%)",Lower middle income countries,2007,78.42
"Youth literacy rate, population 15-24 years, female (%)",Lower middle income countries,2008,78.42
"Youth literacy rate, population 15-24 years, female (%)",Lower middle income countries,2009,78.42
"Youth literacy rate, population 15-24 years, female (%)",Lower middle income countries,2010,78.42
"Youth literacy rate, population 15-24 years, female (%)",Lower middle income countries,2011,78.42
"Youth literacy rate, population 15-24 years, female (%)",Lower middle income countries,2012,78.42
"Adult literacy rate, population 15+ years, female (%)",China,2000,86.53
"Adult literacy rate, population 15+ years, female (%)",China,2010,92.71
"Adult literacy rate, population 15+ years, female (%)",China,2015,94.48
"Adult literacy rate, population 15+ years, female (%)",Sao Tome and Principe,2001,77.95
"Adult literacy rate, population 15+ years, female (%)",Sao Tome and Principe,2008,60.08
"Adult literacy rate, population 15+ years, female (%)",Sao Tome and Principe,2015,68.38
"Adult literacy rate, population 15+ years, male (%)",Ecuador,2001,92.33
"Adult literacy rate, population 15+ years, male (%)",Ecuador,2007,87.26
"Adult literacy rate, population 15+ years, male (%)",Ecuador,2009,87.12
"Adult literacy rate, population 15+ years, male (%)",Ecuador,2010,93.32
"Adult literacy rate, population 15+ years, male (%)",Ecuador,2011,93.05
"Adult literacy rate, population 15+ years, male (%)",Ecuador,2013,94.43
"Adult literacy rate, population 15+ years, male (%)",Ecuador,2015,95.38
"Elderly literacy rate, population 65+ years, both sexes (%)",Azerbaijan,1999,90.31
"Elderly literacy rate, population 65+ years, both sexes (%)",Azerbaijan,2007,95.48
"Elderly literacy rate, population 65+ years, both sexes (%)",Azerbaijan,2009,98.24
"Elderly literacy rate, population 65+ years, both sexes (%)",Azerbaijan,2010,98.09
"Elderly literacy rate, population 65+ years, both sexes (%)",Azerbaijan,2011,98.12
"Elderly literacy rate, population 65+ years, both sexes (%)",Azerbaijan,2012,98.18
"Youth literacy rate, population 15-24 years, female (%)",Malaysia,2000,97.27
"Youth literacy rate, population 15-24 years, female (%)",Malaysia,2010,98.46
"Youth literacy rate, population 15-24 years, female (%)",Malaysia,2015,98.50
"Adult literacy rate, population 15+ years, gender parity index (GPI)",Uzbekistan,2000,0.99
"Adult literacy rate, population 15+ years, gender parity index (GPI)",Uzbekistan,2012,1.00
"Adult literacy rate, population 15+ years, gender parity index (GPI)",Uzbekistan,2015,1.00
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Rwanda,2000,0.98
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Rwanda,2010,1.02
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Rwanda,2015,1.05
"Youth literacy rate, population 15-24 years, male (%)",Comoros,2000,83.95
"Youth literacy rate, population 15-24 years, male (%)",Comoros,2012,86.31
"Youth literacy rate, population 15-24 years, male (%)",Comoros,2015,86.87
"Youth literacy rate, population 15-24 years, male (%)",Southern Asia,1999,81.31
"Youth literacy rate, population 15-24 years, male (%)",Southern Asia,2000,81.31
"Youth literacy rate, population 15-24 years, male (%)",Southern Asia,2001,81.31
"Youth literacy rate, population 15-24 years, male (%)",Southern Asia,2002,81.31
"Youth literacy rate, population 15-24 years, male (%)",Southern Asia,2003,81.31
"Youth literacy rate, population 15-24 years, male (%)",Southern Asia,2004,81.31
"Youth literacy rate, population 15-24 years, male (%)",Southern Asia,2005,86.28
"Youth literacy rate, population 15-24 years, male (%)",Southern Asia,2006,86.28
"Youth literacy rate, population 15-24 years, male (%)",Southern Asia,2007,86.28
"Youth literacy rate, population 15-24 years, male (%)",Southern Asia,2008,86.28
"Youth literacy rate, population 15-24 years, male (%)",Southern Asia,2009,86.28
"Youth literacy rate, population 15-24 years, male (%)",Southern Asia,2010,86.28
"Youth literacy rate, population 15-24 years, male (%)",Southern Asia,2011,86.28
"Youth literacy rate, population 15-24 years, male (%)",Southern Asia,2012,86.28
"Youth literacy rate, population 15-24 years, both sexes (%)",Kenya,2000,92.53
"Youth literacy rate, population 15-24 years, both sexes (%)",Kenya,2007,82.39
"Youth literacy rate, population 15-24 years, both sexes (%)",Kenya,2015,85.90
"Adult literacy rate, population 15+ years, both sexes (%)",Oceania,1999,67.32
"Adult literacy rate, population 15+ years, both sexes (%)",Oceania,2000,67.32
"Adult literacy rate, population 15+ years, both sexes (%)",Oceania,2001,67.32
"Adult literacy rate, population 15+ years, both sexes (%)",Oceania,2002,67.32
"Adult literacy rate, population 15+ years, both sexes (%)",Oceania,2003,67.32
"Adult literacy rate, population 15+ years, both sexes (%)",Oceania,2004,67.32
"Adult literacy rate, population 15+ years, both sexes (%)",Oceania,2005,70.94
"Adult literacy rate, population 15+ years, both sexes (%)",Oceania,2006,70.94
"Adult literacy rate, population 15+ years, both sexes (%)",Oceania,2007,70.94
"Adult literacy rate, population 15+ years, both sexes (%)",Oceania,2008,70.94
"Adult literacy rate, population 15+ years, both sexes (%)",Oceania,2009,70.94
"Adult literacy rate, population 15+ years, both sexes (%)",Oceania,2010,70.94
"Adult literacy rate, population 15+ years, both sexes (%)",Oceania,2011,70.94
"Adult literacy rate, population 15+ years, both sexes (%)",Oceania,2012,70.94
"Adult literacy rate, population 15+ years, female (%)",Benin,2002,23.30
"Adult literacy rate, population 15+ years, female (%)",Benin,2006,18.44
"Adult literacy rate, population 15+ years, female (%)",Benin,2015,27.29
"Adult literacy rate, population 15+ years, both sexes (%)",Sub-Saharan Africa,1999,57.32
"Adult literacy rate, population 15+ years, both sexes (%)",Sub-Saharan Africa,2000,57.32
"Adult literacy rate, population 15+ years, both sexes (%)",Sub-Saharan Africa,2001,57.32
"Adult literacy rate, population 15+ years, both sexes (%)",Sub-Saharan Africa,2002,57.32
"Adult literacy rate, population 15+ years, both sexes (%)",Sub-Saharan Africa,2003,57.32
"Adult literacy rate, population 15+ years, both sexes (%)",Sub-Saharan Africa,2004,57.32
"Adult literacy rate, population 15+ years, both sexes (%)",Sub-Saharan Africa,2005,58.71
"Adult literacy rate, population 15+ years, both sexes (%)",Sub-Saharan Africa,2006,58.71
"Adult literacy rate, population 15+ years, both sexes (%)",Sub-Saharan Africa,2007,58.71
"Adult literacy rate, population 15+ years, both sexes (%)",Sub-Saharan Africa,2008,58.71
"Adult literacy rate, population 15+ years, both sexes (%)",Sub-Saharan Africa,2009,58.71
"Adult literacy rate, population 15+ years, both sexes (%)",Sub-Saharan Africa,2010,58.71
"Adult literacy rate, population 15+ years, both sexes (%)",Sub-Saharan Africa,2011,58.71
"Adult literacy rate, population 15+ years, both sexes (%)",Sub-Saharan Africa,2012,58.71
"Adult literacy rate, population 15+ years, both sexes (%)",Sub-Saharan Africa,2015,63.10
"Youth literacy rate, population 15-24 years, female (%)",South-Eastern Asia,1999,96.04
"Youth literacy rate, population 15-24 years, female (%)",South-Eastern Asia,2000,96.04
"Youth literacy rate, population 15-24 years, female (%)",South-Eastern Asia,2001,96.04
"Youth literacy rate, population 15-24 years, female (%)",South-Eastern Asia,2002,96.04
"Youth literacy rate, population 15-24 years, female (%)",South-Eastern Asia,2003,96.04
"Youth literacy rate, population 15-24 years, female (%)",South-Eastern Asia,2004,96.04
"Youth literacy rate, population 15-24 years, female (%)",South-Eastern Asia,2005,97.26
"Youth literacy rate, population 15-24 years, female (%)",South-Eastern Asia,2006,97.26
"Youth literacy rate, population 15-24 years, female (%)",South-Eastern Asia,2007,97.26
"Youth literacy rate, population 15-24 years, female (%)",South-Eastern Asia,2008,97.26
"Youth literacy rate, population 15-24 years, female (%)",South-Eastern Asia,2009,97.26
"Youth literacy rate, population 15-24 years, female (%)",South-Eastern Asia,2010,97.26
"Youth literacy rate, population 15-24 years, female (%)",South-Eastern Asia,2011,97.26
"Youth literacy rate, population 15-24 years, female (%)",South-Eastern Asia,2012,97.26
"Adult literacy rate, population 15+ years, male (%)",Croatia,2001,99.32
"Adult literacy rate, population 15+ years, male (%)",Croatia,2011,99.63
"Adult literacy rate, population 15+ years, male (%)",Croatia,2015,99.66
"Adult literacy rate, population 15+ years, male (%)",Colombia,2004,92.90
"Adult literacy rate, population 15+ years, male (%)",Colombia,2005,92.78
"Adult literacy rate, population 15+ years, male (%)",Colombia,2006,92.39
"Adult literacy rate, population 15+ years, male (%)",Colombia,2007,92.43
"Adult literacy rate, population 15+ years, male (%)",Colombia,2008,93.32
"Adult literacy rate, population 15+ years, male (%)",Colombia,2009,93.06
"Adult literacy rate, population 15+ years, male (%)",Colombia,2010,93.25
"Adult literacy rate, population 15+ years, male (%)",Colombia,2011,93.49
"Adult literacy rate, population 15+ years, male (%)",Colombia,2015,94.58
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Jordan,2003,1.00
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Jordan,2005,1.00
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Jordan,2007,1.00
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Jordan,2010,1.00
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Jordan,2011,1.00
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Jordan,2012,1.00
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Jordan,2015,1.00
"Adult literacy rate, population 15+ years, gender parity index (GPI)",Mali,2003,0.49
"Adult literacy rate, population 15+ years, gender parity index (GPI)",Mali,2006,0.52
"Adult literacy rate, population 15+ years, gender parity index (GPI)",Mali,2010,0.47
"Adult literacy rate, population 15+ years, gender parity index (GPI)",Mali,2011,0.57
"Adult literacy rate, population 15+ years, gender parity index (GPI)",Mali,2015,0.61
"Adult literacy rate, population 15+ years, gender parity index (GPI)",Lithuania,2001,1.00
"Adult literacy rate, population 15+ years, gender parity index (GPI)",Lithuania,2011,1.00
"Adult literacy rate, population 15+ years, gender parity index (GPI)",Lithuania,2015,1.00
"Elderly literacy rate, population 65+ years, both sexes (%)",Brazil,2000,62.02
"Elderly literacy rate, population 65+ years, both sexes (%)",Brazil,2004,65.76
"Elderly literacy rate, population 65+ years, both sexes (%)",Brazil,2006,68.08
"Elderly literacy rate, population 65+ years, both sexes (%)",Brazil,2007,68.95
